method,seed,cond_gender_auc,cond_age_r2,tstr_node_gender_auc,tstr_node_age_r2,n_params,seconds,best_epoch,best_val,test_loss,test_loss_num,test_loss_cat,ks_age,tv_gender,tv_occupation,tv_zip_region,marginal_score,assoc_error,tstr_table_auc,cond_occ_acc,hom_gender_gap,hom_age_gap,dcr_ratio,exact_match,exact_match_real_test,node_gap_gender_agree,node_gap_age_mae
diff_gnn,1005,0.4974614845938375,0.12966096843002495,0.4779411764705882,0.13713403064366902,255683.0,46.6,50.0,0.45567163825035095,0.4932500422000885,0.47666020691394806,0.0165898276027292,0.1069915254237288,0.007150423728813554,0.1302966101694915,0.1528072033898305,0.0993114406779661,0.08719130065736526,0.4804796918767507,0.16101694915254236,0.0330508474576271,0.04217745914973102,0.9529440154440154,0.08898305084745763,0.1228813559322034,-0.015906704664766735,-0.41416679166041703
diff_gnn_shuffled,1005,0.5042892156862745,0.02458252890295165,0.47829131652661067,0.009814181588964521,255683.0,76.2,100.0,0.4652828872203827,0.5288293287158012,0.5122900754213333,0.016539253760129213,0.08077330508474578,0.009931144067796605,0.1340042372881356,0.125926906779661,0.08765889830508475,0.07657670473129173,0.5064775910364145,0.1440677966101695,0.028389830508474545,0.08983593885884626,0.9358108108108109,0.13135593220338984,0.1228813559322034,-0.013761811909404509,-0.6586170691465423
diff_gnn_knn,1005,0.4915966386554622,0.10358753863391723,0.47050070028011204,0.11212540455300313,243779.0,14.0,10.0,0.47595567256212234,0.5079575553536415,0.49129220098257065,0.016665369272232056,0.12897245762711868,0.012579449152542388,0.14843750000000003,0.12844279661016947,0.10460805084745764,0.13248526859063167,0.4827556022408964,0.1228813559322034,0.03601694915254228,0.07079756654746483,0.9790057915057916,0.11016949152542373,0.1228813559322034,-0.02368381580920953,0.10279736013199425
probe_real_labels,1006,0.7194502801120448,0.16461127389617414,0.7194502801120448,0.16461127389617414,,,,,,,,,,,,,,,,,,,,,,
marginal_bootstrap,1006,0.4392944677871149,-0.0398991327944056,0.5470063025210083,-0.004867276451958391,0.0,0.0,,,,,,0.053230932203389814,0.0009269067796610075,0.10593220338983052,0.09560381355932202,0.06392346398305083,0.21080141412524453,0.48586309523809523,0.1440677966101695,0.038559322033898225,0.08070434668541596,0.961408688317166,0.0635593220338983,0.1228813559322034,0.0689965501724914,1.402144892755361
row_bootstrap,1006,0.5508578431372549,-0.024490386567561417,0.4318102240896359,0.03217730786833817,0.0,0.0,,,,,,0.046875,0.00013241525423732248,0.108448093220339,0.10341631355932206,0.0647179555084746,0.06100897225495514,0.6079744397759104,0.16101694915254236,0.027966101694915202,0.1421336501641346,0.0,1.0,0.1228813559322034,0.01171441427928599,-1.8880530973451322
diff_uncond,1006,0.41929271708683474,-0.07524564958261815,0.44642857142857145,-0.000451184172665986,233123.0,13.0,30.0,0.5033107101917267,0.48364681750535965,0.4657544270157814,0.017892392352223396,0.10301906779661019,0.009533898305084748,0.13215042372881353,0.1283103813559322,0.09325344279661016,0.11401298361284327,0.5705094537815126,0.1694915254237288,0.060169491525423724,0.17046005887611607,0.9382117250105442,0.1059322033898305,0.1228813559322034,-0.007379631018449073,0.8725063746812651
diff_flat,1006,0.43776260504201675,0.15804856969765324,0.4540441176470589,0.15691069098036936,241987.0,14.4,40.0,0.49709271639585495,0.49265795946121216,0.4749467372894287,0.017711220774799585,0.027542372881355914,0.05720338983050846,0.1428760593220339,0.10368114406779662,0.08282574152542373,0.13816294160614367,0.5725227591036415,0.1694915254237288,0.09025423728813553,0.0863153132880315,0.9512863770560946,0.13983050847457626,0.1228813559322034,-0.017676616169191584,1.232960851957401
diff_gnn,1006,0.44752275910364153,0.0039436822105761715,0.47198879551820727,0.05593103487511952,255683.0,74.5,110.0,0.48885464668273926,0.480290487408638,0.46255725622177124,0.017733246088027954,0.07454978813559321,0.07388771186440679,0.1340042372881356,0.09335275423728814,0.09394862288135594,0.10928238508463652,0.6266193977591036,0.2288135593220339,0.10508474576271187,0.044358513789517856,0.9924082665541966,0.1228813559322034,0.1228813559322034,0.009892005399730008,1.2171891405429722
diff_gnn_shuffled,1006,0.42336309523809523,-0.10249605220617863,0.46034663865546216,0.013349787028301141,255683.0,42.7,30.0,0.5025225281715393,0.48861100524663925,0.4706461802124977,0.017964834813028574,0.09507415254237289,0.006488347457627136,0.1264565677966102,0.12539724576271186,0.08835407838983052,0.12530545288201797,0.5559786414565826,0.1694915254237288,0.0661016949152542,0.16850935473619316,0.9312526360185577,0.1016949152542373,0.1228813559322034,-0.009847007649617434,0.40128993550322534
diff_gnn_knn,1006,0.4437587535014006,0.04110443670531161,0.468312324929972,0.11206339934085963,243779.0,15.0,10.0,0.4991719350218773,0.5020826235413551,0.4840957000851631,0.01798692299053073,0.12023305084745761,0.013506355932203395,0.12552966101694918,0.10090042372881355,0.09004237288135594,0.1725200218863444,0.46284138655462187,0.1694915254237288,0.06949152542372872,0.09587099343301546,1.0042176296921133,0.07627118644067797,0.1228813559322034,-0.00914954252287381,0.4095620218989051
probe_real_labels,1007,0.6631652661064427,0.18951749437730092,0.6631652661064427,0.18951749437730092,,,,,,,,,,,,,,,,,,,,,,
marginal_bootstrap,1007,0.5305497198879552,-0.006814582073739528,0.5098039215686274,-0.09364880673562248,0.0,0.0,,,,,,0.06223516949152541,0.0055614406779661285,0.1428760593220339,0.07097457627118645,0.07041181144067797,0.19236500504906717,0.4834558823529412,0.15254237288135594,0.0016949152542372614,0.0966139737007075,1.2412124299541518,0.07627118644067797,0.1483050847457627,-0.045515224238788066,0.9096445177741117
row_bootstrap,1007,0.47776610644257705,-0.034559427537148135,0.5346638655462185,-0.06593809625360669,0.0,0.0,,,,,,0.06766419491525422,0.005561440677966073,0.1414194915254237,0.07362288135593219,0.07206700211864404,0.04798458344532072,0.6949404761904762,0.1694915254237288,0.07076271186440675,0.11050473640963744,0.0,1.0,0.1483050847457627,-0.048732563371831406,-1.2554672266386682
diff_uncond,1007,0.49964985994397765,-0.041291020508995135,0.4851190476190476,-0.16002028745974983,233123.0,22.0,120.0,0.44169343262910843,0.4929356351494789,0.474841944873333,0.01809368538670242,0.0726959745762712,0.010328389830508461,0.14022775423728814,0.1371822033898305,0.09010858050847458,0.08356003564338348,0.5050770308123249,0.15254237288135594,0.010593220338983023,0.12701820826176452,1.088385124808966,0.07203389830508475,0.1483050847457627,0.014504274786260596,-0.11922153892305332
